age group desc,birth count,birth count_pct,county name,low birth weight ind desc,sort,year desc
30 to 34,57,100.0,Jackson,Total,13313,2010
45 and older,0,0.0,Jefferson,Total,13355,2010
18 to 19,61,100.0,Jefferson,Total,13337,2010
Unknown,0,0.0,Lake,Total,13427,2010
35 to 39,54,100.0,Knox,Total,13382,2010
35 to 39,294,100.0,Lake,Total,13415,2010
30 to 34,663,100.0,Lake,Total,13412,2010
30 to 34,153,100.0,Knox,Total,13379,2010
30 to 34,127,100.0,Jefferson,Total,13346,2010
45 and older,*,*,Knox,Total,13388,2010
20 to 24,225,100.0,Knox,Total,13373,2010
45 and older,*,*,Lake,Total,13421,2010
18 to 19,69,100.0,Lawrence,Total,13436,2010
18 to 19,116,100.0,Lake,Total,13403,2010
Unknown,0,0.0,Lucas,Normal birth weight (2500g+),16594,2011
15 to 17,*,*,Marion,Normal birth weight (2500g+),16666,2011
40 to 44,*,*,Madison,Normal birth weight (2500g+),16618,2011
15 to 17,69,83.1,Mahoning,Normal birth weight (2500g+),16633,2011
45 and older,0,0.0,Madison,Normal birth weight (2500g+),16621,2011
18 to 19,*,*,Madison,Normal birth weight (2500g+),16603,2011
35 to 39,28,12.3,Mahoning,Low birth weight (<2500g),16647,2011
Less than 15,0,0.0,Mahoning,Low birth weight (<2500g),16656,2011
25 to 29,20,9.6,Marion,Low birth weight (<2500g),16674,2011
Unknown,0,0.0,Mahoning,Normal birth weight (2500g+),16660,2011
18 to 19,75,91.5,Marion,Normal birth weight (2500g+),16669,2011
35 to 39,32,100.0,Madison,Normal birth weight (2500g+),16615,2011
30 to 34,7,8.4,Madison,Low birth weight (<2500g),16611,2011
15 to 17,1,4.0,Marion,Low birth weight (<2500g),16665,2011
25 to 29,606,93.1,Mahoning,Normal birth weight (2500g+),16642,2011
30 to 34,52,9.5,Mahoning,Low birth weight (<2500g),16644,2011
Less than 15,*,*,Mahoning,Normal birth weight (2500g+),16657,2011
15 to 17,1,5.3,Medina,Low birth weight (<2500g),16698,2011
Less than 15,0,0.0,Madison,Low birth weight (<2500g),16623,2011
35 to 39,39,79.6,Marion,Normal birth weight (2500g+),16681,2011
40 to 44,49,90.7,Mahoning,Normal birth weight (2500g+),16651,2011
40 to 44,5,9.3,Mahoning,Low birth weight (<2500g),16650,2011
35 to 39,200,87.7,Mahoning,Normal birth weight (2500g+),16648,2011
Unknown,0,0.0,Marion,Low birth weight (<2500g),16692,2011
20 to 24,502,90.8,Mahoning,Normal birth weight (2500g+),16639,2011
Less than 15,0,0.0,Marion,Low birth weight (<2500g),16689,2011
20 to 24,51,9.2,Mahoning,Low birth weight (<2500g),16638,2011
25 to 29,45,6.9,Mahoning,Low birth weight (<2500g),16641,2011
35 to 39,10,20.4,Marion,Low birth weight (<2500g),16680,2011
20 to 24,25,9.1,Marion,Low birth weight (<2500g),16671,2011
45 and older,*,*,Mahoning,Normal birth weight (2500g+),16654,2011
45 and older,0,0.0,Mahoning,Low birth weight (<2500g),16653,2011
40 to 44,*,*,Marion,Normal birth weight (2500g+),16684,2011
25 to 29,188,90.4,Marion,Normal birth weight (2500g+),16675,2011
Unknown,0,0.0,Mahoning,Low birth weight (<2500g),16659,2011
45 and older,0,0.0,Marion,Normal birth weight (2500g+),16687,2011
Unknown,0,0.0,Marion,Normal birth weight (2500g+),16693,2011
18 to 19,7,8.5,Marion,Low birth weight (<2500g),16668,2011
35 to 39,19,8.5,Medina,Low birth weight (<2500g),16713,2011
20 to 24,27,9.5,Medina,Low birth weight (<2500g),16704,2011
30 to 34,12,9.7,Marion,Low birth weight (<2500g),16677,2011
20 to 24,251,90.9,Marion,Normal birth weight (2500g+),16672,2011
40 to 44,*,*,Marion,Low birth weight (<2500g),16683,2011
15 to 17,*,*,Medina,Normal birth weight (2500g+),16699,2011
25 to 29,35,6.3,Medina,Low birth weight (<2500g),16707,2011
30 to 34,112,90.3,Marion,Normal birth weight (2500g+),16678,2011
45 and older,0,0.0,Marion,Low birth weight (<2500g),16686,2011
15 to 17,*,*,Meigs,Normal birth weight (2500g+),16732,2011
18 to 19,53,94.6,Medina,Normal birth weight (2500g+),16702,2011
Less than 15,*,*,Marion,Normal birth weight (2500g+),16690,2011
45 and older,*,*,Medina,Normal birth weight (2500g+),16720,2011
25 to 29,519,93.7,Medina,Normal birth weight (2500g+),16708,2011
Less than 15,0,0.0,Medina,Normal birth weight (2500g+),16723,2011
18 to 19,3,5.4,Medina,Low birth weight (<2500g),16701,2011
Unknown,0,0.0,Medina,Normal birth weight (2500g+),16726,2011
40 to 44,56,88.9,Medina,Normal birth weight (2500g+),16717,2011
18 to 19,*,*,Meigs,Normal birth weight (2500g+),16735,2011
45 and older,0,0.0,Meigs,Normal birth weight (2500g+),16753,2011
30 to 34,529,93.3,Medina,Normal birth weight (2500g+),16711,2011
30 to 34,38,6.7,Medina,Low birth weight (<2500g),16710,2011
45 and older,0,0.0,Medina,Low birth weight (<2500g),16719,2011
35 to 39,204,91.5,Medina,Normal birth weight (2500g+),16714,2011
15 to 17,*,*,Meigs,Low birth weight (<2500g),16731,2011
20 to 24,256,90.5,Medina,Normal birth weight (2500g+),16705,2011
20 to 24,83,87.4,Meigs,Normal birth weight (2500g+),16738,2011
Unknown,0,0.0,Medina,Low birth weight (<2500g),16725,2011
30 to 34,7,16.3,Meigs,Low birth weight (<2500g),16743,2011
25 to 29,8,9.1,Meigs,Low birth weight (<2500g),16740,2011
Less than 15,0,0.0,Meigs,Normal birth weight (2500g+),16756,2011
40 to 44,7,11.1,Medina,Low birth weight (<2500g),16716,2011
18 to 19,5,17.2,Mercer,Low birth weight (<2500g),16767,2011
Unknown,0,0.0,Meigs,Low birth weight (<2500g),16758,2011
18 to 19,0,0.0,Meigs,Low birth weight (<2500g),16734,2011
30 to 34,36,83.7,Meigs,Normal birth weight (2500g+),16744,2011
40 to 44,0,0.0,Meigs,Low birth weight (<2500g),16749,2011
Less than 15,0,0.0,Medina,Low birth weight (<2500g),16722,2011
20 to 24,7,6.0,Mercer,Low birth weight (<2500g),16770,2011
35 to 39,*,*,Meigs,Normal birth weight (2500g+),16747,2011
20 to 24,12,12.6,Meigs,Low birth weight (<2500g),16737,2011
35 to 39,27,93.1,Mercer,Normal birth weight (2500g+),16780,2011
35 to 39,4,23.5,Meigs,Low birth weight (<2500g),16746,2011
30 to 34,132,96.4,Mercer,Normal birth weight (2500g+),16777,2011
25 to 29,80,90.9,Meigs,Normal birth weight (2500g+),16741,2011
40 to 44,*,*,Mercer,Normal birth weight (2500g+),16783,2011
40 to 44,*,*,Meigs,Normal birth weight (2500g+),16750,2011
45 and older,0,0.0,Meigs,Low birth weight (<2500g),16752,2011
18 to 19,62,89.9,Miami,Normal birth weight (2500g+),16801,2011
Less than 15,0,0.0,Meigs,Low birth weight (<2500g),16755,2011
Unknown,0,0.0,Meigs,Normal birth weight (2500g+),16759,2011
15 to 17,*,*,Mercer,Normal birth weight (2500g+),16765,2011
35 to 39,2,6.9,Mercer,Low birth weight (<2500g),16779,2011
18 to 19,*,*,Mercer,Normal birth weight (2500g+),16768,2011
15 to 17,0,0.0,Mercer,Low birth weight (<2500g),16764,2011
Less than 15,0,0.0,Mercer,Low birth weight (<2500g),16788,2011
25 to 29,189,94.5,Mercer,Normal birth weight (2500g+),16774,2011
25 to 29,11,5.5,Mercer,Low birth weight (<2500g),16773,2011
Less than 15,0,0.0,Mercer,Normal birth weight (2500g+),16789,2011
45 and older,0,0.0,Mercer,Normal birth weight (2500g+),16786,2011
18 to 19,7,10.1,Miami,Low birth weight (<2500g),16800,2011
20 to 24,110,94.0,Mercer,Normal birth weight (2500g+),16771,2011
30 to 34,5,3.6,Mercer,Low birth weight (<2500g),16776,2011
15 to 17,1,4.5,Miami,Low birth weight (<2500g),16797,2011
40 to 44,2,12.5,Miami,Low birth weight (<2500g),16815,2011
15 to 17,0,0.0,Monroe,Low birth weight (<2500g),16830,2011
45 and older,0,0.0,Mercer,Low birth weight (<2500g),16785,2011
30 to 34,19,7.3,Miami,Low birth weight (<2500g),16809,2011
35 to 39,10,13.0,Miami,Low birth weight (<2500g),16812,2011
15 to 17,*,*,Miami,Normal birth weight (2500g+),16798,2011
25 to 29,41,11.5,Miami,Low birth weight (<2500g),16806,2011
25 to 29,*,*,Monroe,Low birth weight (<2500g),16839,2011
Unknown,0,0.0,Mercer,Low birth weight (<2500g),16791,2011
Less than 15,*,*,Miami,Normal birth weight (2500g+),16822,2011
30 to 34,243,92.7,Miami,Normal birth weight (2500g+),16810,2011
40 to 44,*,*,Miami,Normal birth weight (2500g+),16816,2011
18 to 19,*,*,Monroe,Low birth weight (<2500g),16833,2011
20 to 24,296,92.2,Miami,Normal birth weight (2500g+),16804,2011
35 to 39,67,87.0,Miami,Normal birth weight (2500g+),16813,2011
25 to 29,315,88.5,Miami,Normal birth weight (2500g+),16807,2011
20 to 24,25,7.8,Miami,Low birth weight (<2500g),16803,2011
40 to 44,*,*,Mercer,Low birth weight (<2500g),16782,2011
Unknown,0,0.0,Miami,Normal birth weight (2500g+),16825,2011
Unknown,0,0.0,Mercer,Normal birth weight (2500g+),16792,2011
18 to 19,*,*,Monroe,Normal birth weight (2500g+),16834,2011
45 and older,0,0.0,Miami,Low birth weight (<2500g),16818,2011
40 to 44,0,0.0,Monroe,Normal birth weight (2500g+),16849,2011
35 to 39,*,*,Monroe,Normal birth weight (2500g+),16846,2011
Less than 15,0,0.0,Monroe,Low birth weight (<2500g),16854,2011
45 and older,0,0.0,Monroe,Low birth weight (<2500g),16851,2011
15 to 17,*,*,Monroe,Normal birth weight (2500g+),16831,2011
20 to 24,47,92.2,Monroe,Normal birth weight (2500g+),16837,2011
Unknown,0,0.0,Miami,Low birth weight (<2500g),16824,2011
20 to 24,106,100.0,Madison,Total,25616,2014
30 to 34,81,100.0,Madison,Total,25622,2014
25 to 29,213,100.0,Marion,Total,25685,2014
Unknown,0,0.0,Mahoning,Total,25670,2014
15 to 17,*,*,Medina,Total,25709,2014
45 and older,*,*,Fayette,Normal birth weight (2500g+),27808,2015
15 to 17,0,0.0,Fulton,Low birth weight (<2500g),27852,2015
45 and older,5,14.3,Franklin,Low birth weight (<2500g),27840,2015
Unknown,0,0.0,Franklin,Low birth weight (<2500g),27846,2015
30 to 34,3,2.7,Fulton,Low birth weight (<2500g),27864,2015
30 to 34,3,886,Cuyahoga,Total,100,2013
18 to 19,34,100.0,Darke,Total,21620,2013
45 and older,0,0.0,Crawford,Total,21572,2013
Less than 15,0,0.0,Crawford,Total,21575,2013
30 to 34,69,100.0,Crawford,Total,21563,2013
35 to 39,25,100.0,Williams,Total,17837,2011
25 to 29,424,100.0,Wood,Total,17864,2011
25 to 29,10,4.2,Shelby,Low birth weight (<2500g),8457,2008
20 to 24,19,8.5,Seneca,Low birth weight (<2500g),8421,2008
30 to 34,5,4.3,Shelby,Low birth weight (<2500g),8460,2008
45 and older,0,0.0,Shelby,Low birth weight (<2500g),8469,2008
Less than 15,0,0.0,Shelby,Low birth weight (<2500g),8472,2008
25 to 29,1,246,Stark,Normal birth weight (2500g+),91,2008
40 to 44,*,*,Shelby,Normal birth weight (2500g+),8467,2008
15 to 17,30,90.9,Shelby,Normal birth weight (2500g+),8449,2008
20 to 24,209,94.6,Shelby,Normal birth weight (2500g+),8455,2008
45 and older,0,0.0,Shelby,Normal birth weight (2500g+),8470,2008
35 to 39,3,8.3,Shelby,Low birth weight (<2500g),8463,2008
Unknown,0,0.0,Shelby,Normal birth weight (2500g+),8476,2008
15 to 17,125,85.6,Stark,Normal birth weight (2500g+),8482,2008
35 to 39,381,91.8,Stark,Normal birth weight (2500g+),8497,2008
20 to 24,12,5.4,Shelby,Low birth weight (<2500g),8454,2008
20 to 24,124,10.4,Stark,Low birth weight (<2500g),8487,2008
25 to 29,59,6.1,Lorain,Low birth weight (<2500g),19545,2012
20 to 24,55,6.8,Lorain,Low birth weight (<2500g),19542,2012
30 to 34,762,92.7,Lorain,Normal birth weight (2500g+),19549,2012
30 to 34,60,7.3,Lorain,Low birth weight (<2500g),19548,2012
45 and older,*,*,Logan,Normal birth weight (2500g+),19525,2012
40 to 44,11,10.3,Lorain,Low birth weight (<2500g),19554,2012
Unknown,0,0.0,Lorain,Low birth weight (<2500g),19563,2012
40 to 44,96,89.7,Lorain,Normal birth weight (2500g+),19555,2012
45 and older,*,*,Lorain,Low birth weight (<2500g),19557,2012
15 to 17,73,84.9,Lorain,Normal birth weight (2500g+),19537,2012
35 to 39,27,7.6,Lorain,Low birth weight (<2500g),19551,2012
Unknown,0,0.0,Lorain,Normal birth weight (2500g+),19564,2012
15 to 17,124,90.5,Lucas,Normal birth weight (2500g+),19570,2012
Less than 15,0,0.0,Logan,Low birth weight (<2500g),19527,2012
Unknown,0,0.0,Logan,Normal birth weight (2500g+),19531,2012
15 to 17,13,15.1,Lorain,Low birth weight (<2500g),19536,2012
18 to 19,181,90.0,Lorain,Normal birth weight (2500g+),19540,2012
35 to 39,330,92.4,Lorain,Normal birth weight (2500g+),19552,2012
25 to 29,140,8.2,Lucas,Low birth weight (<2500g),19578,2012
18 to 19,4,11.1,Logan,Low birth weight (<2500g),19506,2012
Less than 15,*,*,Logan,Normal birth weight (2500g+),19528,2012
45 and older,*,*,Lorain,Normal birth weight (2500g+),19558,2012
20 to 24,1,487,Lucas,Normal birth weight (2500g+),90,2012
18 to 19,399,89.5,Lucas,Normal birth weight (2500g+),19573,2012
45 and older,*,*,Lucas,Normal birth weight (2500g+),19591,2012
18 to 19,47,10.5,Lucas,Low birth weight (<2500g),19572,2012
15 to 17,13,9.5,Lucas,Low birth weight (<2500g),19569,2012
20 to 24,160,9.7,Lucas,Low birth weight (<2500g),19575,2012
35 to 39,412,91.2,Lucas,Normal birth weight (2500g+),19585,2012
25 to 29,902,93.9,Lorain,Normal birth weight (2500g+),19546,2012
30 to 34,99,7.8,Lucas,Low birth weight (<2500g),19581,2012
Unknown,0,0.0,Lucas,Low birth weight (<2500g),19596,2012
Less than 15,*,*,Lucas,Low birth weight (<2500g),19593,2012
Less than 15,*,*,Lorain,Normal birth weight (2500g+),19561,2012
45 and older,0,0.0,Lucas,Low birth weight (<2500g),19590,2012
15 to 17,*,*,Madison,Low birth weight (<2500g),19602,2012
30 to 34,1,171,Lucas,Normal birth weight (2500g+),92,2012
40 to 44,19,17.4,Lucas,Low birth weight (<2500g),19587,2012
25 to 29,15,11.5,Madison,Low birth weight (<2500g),19611,2012
35 to 39,40,8.8,Lucas,Low birth weight (<2500g),19584,2012
18 to 19,4,21.1,Madison,Low birth weight (<2500g),19605,2012
15 to 17,*,*,Madison,Normal birth weight (2500g+),19603,2012
20 to 24,122,92.4,Madison,Normal birth weight (2500g+),19609,2012
18 to 19,*,*,Madison,Normal birth weight (2500g+),19606,2012
25 to 29,1,574,Lucas,Normal birth weight (2500g+),91,2012
40 to 44,90,82.6,Lucas,Normal birth weight (2500g+),19588,2012
30 to 34,94,96.9,Madison,Normal birth weight (2500g+),19615,2012
35 to 39,3,10.3,Madison,Low birth weight (<2500g),19617,2012
20 to 24,10,7.6,Madison,Low birth weight (<2500g),19608,2012
Less than 15,*,*,Lucas,Normal birth weight (2500g+),19594,2012
25 to 29,116,88.5,Madison,Normal birth weight (2500g+),19612,2012
Less than 15,0,0.0,Madison,Normal birth weight (2500g+),19627,2012
45 and older,0,0.0,Madison,Normal birth weight (2500g+),19624,2012
30 to 34,47,8.3,Mahoning,Low birth weight (<2500g),19647,2012
Less than 15,0,0.0,Madison,Low birth weight (<2500g),19626,2012
Unknown,0,0.0,Lucas,Normal birth weight (2500g+),19597,2012
35 to 39,26,89.7,Madison,Normal birth weight (2500g+),19618,2012
Unknown,0,0.0,Madison,Normal birth weight (2500g+),19630,2012
15 to 17,50,84.7,Mahoning,Normal birth weight (2500g+),19636,2012
40 to 44,*,*,Madison,Low birth weight (<2500g),19620,2012
25 to 29,53,8.2,Mahoning,Low birth weight (<2500g),19644,2012
30 to 34,3,3.1,Madison,Low birth weight (<2500g),19614,2012
40 to 44,45,88.2,Mahoning,Normal birth weight (2500g+),19654,2012
45 and older,0,0.0,Madison,Low birth weight (<2500g),19623,2012
18 to 19,163,88.6,Mahoning,Normal birth weight (2500g+),19639,2012
20 to 24,60,9.6,Mahoning,Low birth weight (<2500g),19641,2012
40 to 44,*,*,Madison,Normal birth weight (2500g+),19621,2012
Unknown,0,0.0,Madison,Low birth weight (<2500g),19629,2012
Less than 15,*,*,Mahoning,Normal birth weight (2500g+),19660,2012
Less than 15,*,*,Mahoning,Low birth weight (<2500g),19659,2012
40 to 44,*,*,Marion,Low birth weight (<2500g),19686,2012
25 to 29,199,91.3,Marion,Normal birth weight (2500g+),19678,2012
45 and older,*,*,Mahoning,Normal birth weight (2500g+),19657,2012
35 to 39,25,10.2,Mahoning,Low birth weight (<2500g),19650,2012
15 to 17,9,15.3,Mahoning,Low birth weight (<2500g),19635,2012
15 to 17,3,12.0,Marion,Low birth weight (<2500g),19668,2012
30 to 34,109,92.4,Marion,Normal birth weight (2500g+),19681,2012
25 to 29,597,91.8,Mahoning,Normal birth weight (2500g+),19645,2012
30 to 34,518,91.7,Mahoning,Normal birth weight (2500g+),19648,2012
45 and older,0,0.0,Mahoning,Low birth weight (<2500g),19656,2012
30 to 34,9,7.6,Marion,Low birth weight (<2500g),19680,2012
20 to 24,251,84.8,Marion,Normal birth weight (2500g+),19675,2012
18 to 19,21,11.4,Mahoning,Low birth weight (<2500g),19638,2012
20 to 24,562,90.4,Mahoning,Normal birth weight (2500g+),19642,2012
35 to 39,221,89.8,Mahoning,Normal birth weight (2500g+),19651,2012
40 to 44,6,11.8,Mahoning,Low birth weight (<2500g),19653,2012
20 to 24,45,15.2,Marion,Low birth weight (<2500g),19674,2012
25 to 29,19,8.7,Marion,Low birth weight (<2500g),19677,2012
35 to 39,6,12.0,Marion,Low birth weight (<2500g),19683,2012
45 and older,0,0.0,Marion,Low birth weight (<2500g),19689,2012
18 to 19,5,6.8,Marion,Low birth weight (<2500g),19671,2012
15 to 17,2,11.1,Medina,Low birth weight (<2500g),19701,2012
Unknown,0,0.0,Marion,Normal birth weight (2500g+),19696,2012
Unknown,0,0.0,Mahoning,Low birth weight (<2500g),19662,2012
Less than 15,0,0.0,Marion,Low birth weight (<2500g),19692,2012
18 to 19,51,92.7,Medina,Normal birth weight (2500g+),19705,2012
35 to 39,91,86.7,Richland,Normal birth weight (2500g+),29320,2015
18 to 19,43,84.3,Ross,Normal birth weight (2500g+),29341,2015
18 to 19,8,15.7,Ross,Low birth weight (<2500g),29340,2015
15 to 17,*,*,Ross,Normal birth weight (2500g+),29338,2015
40 to 44,*,*,Ross,Normal birth weight (2500g+),29356,2015
45 and older,0,0.0,Richland,Low birth weight (<2500g),29325,2015
Unknown,0,0.0,Richland,Normal birth weight (2500g+),29332,2015
45 and older,0,0.0,Richland,Normal birth weight (2500g+),29326,2015
15 to 17,1,2.9,Richland,Low birth weight (<2500g),29304,2015
25 to 29,21,7.9,Ross,Low birth weight (<2500g),29346,2015
45 and older,0,0.0,Putnam,Low birth weight (<2500g),29292,2015
40 to 44,1,7.1,Richland,Low birth weight (<2500g),29322,2015
30 to 34,7,4.7,Ross,Low birth weight (<2500g),29349,2015
15 to 17,0,0.0,Ross,Low birth weight (<2500g),29337,2015
40 to 44,0,0.0,Ross,Low birth weight (<2500g),29355,2015
Less than 15,0,0.0,Ross,Normal birth weight (2500g+),29362,2015
20 to 24,30,10.5,Ross,Low birth weight (<2500g),29343,2015
45 and older,0,0.0,Ross,Low birth weight (<2500g),29358,2015
30 to 34,142,95.3,Ross,Normal birth weight (2500g+),29350,2015
40 to 44,*,*,Richland,Normal birth weight (2500g+),29323,2015
35 to 39,7,10.8,Ross,Low birth weight (<2500g),29352,2015
15 to 17,*,*,Knox,Normal birth weight (2500g+),19372,2012
20 to 24,232,93.9,Knox,Normal birth weight (2500g+),19378,2012
Unknown,0,0.0,Knox,Normal birth weight (2500g+),19399,2012
40 to 44,*,*,Knox,Normal birth weight (2500g+),19390,2012
40 to 44,1,8.3,Knox,Low birth weight (<2500g),19389,2012
Unknown,0,0.0,Morgan,Total,4913,2007
18 to 19,41,100.0,Morrow,Total,4922,2007
15 to 17,273,100.0,Montgomery,Total,4853,2007
45 and older,*,*,Morgan,Total,4907,2007
18 to 19,*,*,Morgan,Total,4889,2007
20 to 24,2,055,Montgomery,Total,100,2007
25 to 29,*,*,Morgan,Total,4895,2007
20 to 24,172,8.4,Montgomery,Low birth weight (<2500g),4857,2007
15 to 17,23,8.4,Montgomery,Low birth weight (<2500g),4851,2007
40 to 44,0,0.0,Morgan,Total,4904,2007
45 and older,*,*,Morrow,Total,4940,2007
Unknown,0,0.0,Noble,Total,5012,2007
18 to 19,121,100.0,Muskingum,Total,4955,2007
Unknown,0,0.0,Morrow,Total,4946,2007
35 to 39,80,100.0,Muskingum,Total,4967,2007
Less than 15,*,*,Morgan,Total,4910,2007
20 to 24,140,100.0,Morrow,Total,4925,2007
Less than 15,*,*,Muskingum,Total,4976,2007
30 to 34,70,100.0,Morrow,Total,4931,2007
25 to 29,327,100.0,Muskingum,Total,4961,2007
Unknown,0,0.0,Muskingum,Total,4979,2007
45 and older,*,*,Montgomery,Total,4874,2007
40 to 44,*,*,Morrow,Total,4937,2007
30 to 34,28,100.0,Noble,Total,4997,2007
30 to 34,167,100.0,Muskingum,Total,4964,2007
Less than 15,0,0.0,Noble,Total,5009,2007
35 to 39,*,*,Noble,Total,5000,2007
Less than 15,*,*,Morrow,Total,4943,2007
20 to 24,*,*,Noble,Total,4991,2007
40 to 44,*,*,Muskingum,Total,4970,2007
35 to 39,46,100.0,Morrow,Total,4934,2007
18 to 19,26,100.0,Ottawa,Total,5021,2007
15 to 17,*,*,Noble,Total,4985,2007
25 to 29,*,*,Noble,Total,4994,2007
25 to 29,148,100.0,Ottawa,Total,5027,2007
20 to 24,372,100.0,Muskingum,Total,4958,2007
18 to 19,51,100.0,Perry,Total,5087,2007
15 to 17,*,*,Ottawa,Total,5018,2007
20 to 24,105,100.0,Ottawa,Total,5024,2007
45 and older,0,0.0,Noble,Total,5006,2007
40 to 44,*,*,Noble,Total,5003,2007
30 to 34,82,100.0,Ottawa,Total,5030,2007
20 to 24,*,*,Paulding,Total,5057,2007
Less than 15,0,0.0,Ottawa,Total,5042,2007
Unknown,0,0.0,Ottawa,Total,5045,2007
45 and older,0,0.0,Muskingum,Total,4973,2007
18 to 19,*,*,Noble,Total,4988,2007
25 to 29,134,100.0,Perry,Total,5093,2007
18 to 19,53,100.0,Pickaway,Total,5120,2007
35 to 39,56,100.0,Ottawa,Total,5033,2007
30 to 34,73,100.0,Perry,Total,5096,2007
30 to 34,41,100.0,Paulding,Total,5063,2007
15 to 17,*,*,Pickaway,Total,5117,2007
40 to 44,*,*,Ottawa,Total,5036,2007
15 to 17,*,*,Perry,Total,5084,2007
35 to 39,*,*,Paulding,Total,5066,2007
40 to 44,*,*,Paulding,Total,5069,2007
18 to 19,*,*,Paulding,Total,5054,2007
Less than 15,*,*,Paulding,Total,5075,2007
Unknown,0,0.0,Paulding,Total,5078,2007
40 to 44,*,*,Perry,Total,5102,2007
18 to 19,44,100.0,Pike,Total,5153,2007
30 to 34,126,100.0,Pickaway,Total,5129,2007
25 to 29,95,100.0,Pike,Total,5159,2007
20 to 24,411,100.0,Portage,Total,5189,2007
35 to 39,*,*,Perry,Total,5099,2007
35 to 39,*,*,Pike,Total,5165,2007
Unknown,0,0.0,Pickaway,Total,5144,2007
45 and older,0,0.0,Ottawa,Total,5039,2007
25 to 29,62,100.0,Paulding,Total,5060,2007
15 to 17,*,*,Paulding,Total,5051,2007
45 and older,0,0.0,Paulding,Total,5072,2007
45 and older,0,0.0,Pike,Total,5171,2007
45 and older,*,*,Portage,Total,5204,2007
18 to 19,113,100.0,Portage,Total,5186,2007
Less than 15,*,*,Perry,Total,5108,2007
Unknown,0,0.0,Perry,Total,5111,2007
20 to 24,170,100.0,Pickaway,Total,5123,2007
20 to 24,161,100.0,Perry,Total,5090,2007
15 to 17,*,*,Pike,Total,5150,2007
45 and older,0,0.0,Pickaway,Total,5138,2007
15 to 17,40,100.0,Portage,Total,5183,2007
40 to 44,*,*,Pickaway,Total,5135,2007
20 to 24,136,100.0,Pike,Total,5156,2007
20 to 24,152,100.0,Preble,Total,5222,2007
35 to 39,52,100.0,Pickaway,Total,5132,2007
